Date,"Mt. Gox
BTC/USD
Weighted
Avg","Mt. Gox
BTC/USD
Volume (BTCs)","Month
Name","Mt. Gox
BTC/USD
Monthly
Avg","Through
Block","Mt. Gox
BTC/USD
Open","Mt. Gox
BTC/USD
High","Mt. Gox
BTC/USD
Low","Mt. Gox
BTC/USD
Close","Mt. Gox
BTC/USD
Volume (USDs)","Output
Volume (BTCs)
","Mt. Gox
BTC/EUR
Close","EUR/USD
Forex","EUR
Premium",Gold,"BTC/
Gold",Silver,"BTC/
Silver",Crude (WTI),"BTC/
Oil","BitcoinTalk
New Posts","BitcoinTalk
Page Views"
11/19/2010,$0.27,"2,157.56",,,,0.26780,0.28000,0.26820,0.28000,$583.45,"63,583",n/a,1.3599,n/a,"$1,352.30",0.0002,$27.07,0.0100,$81.51,0.0033,238,#N/A
11/20/2010,$0.28,"14,652.69",,,,0.28000,0.29000,0.26825,0.28301,"$4,119.07","171,110",n/a,1.3662,n/a,"$1,352.30",0.0002,$27.07,0.0103,$81.51,0.0034,211,#N/A
11/21/2010,$0.28,765.00,,,,0.28301,0.28200,0.27631,0.27675,$212.67,"138,363",n/a,1.3673,n/a,"$1,352.30",0.0002,$27.07,0.0103,$81.51,0.0034,280,#N/A
11/22/2010,$0.28,"28,205.85",,,,0.27675,0.28790,0.26900,0.28790,"$7,818.64","37,773",n/a,1.3678,n/a,"$1,357.80",0.0002,$27.42,0.0102,$81.74,0.0034,224,#N/A
11/23/2010,$0.28,"4,856.92",,,,0.28790,0.28449,0.27600,0.28295,"$1,361.82","44,876",n/a,1.3700,n/a,"$1,377.60",0.0002,$27.31,0.0103,$81.25,0.0034,276,#N/A
11/24/2010,$0.28,"2,514.91",,,,0.28295,0.28299,0.27610,0.28299,$710.24,"52,383",n/a,1.3527,n/a,"$1,373.00",0.0002,$27.41,0.0102,$83.86,0.0033,263,#N/A
11/25/2010,$0.28,"1,679.60",,,,0.28299,0.28250,0.27800,0.28000,$469.99,"56,769",n/a,1.3371,n/a,"$1,373.00",0.0002,$27.44,0.0102,$83.86,0.0033,292,#N/A
11/26/2010,$0.28,"33,531.88",,,,0.28000,0.28900,0.27612,0.28440,"$9,510.98","104,730",n/a,1.3338,n/a,"$1,362.40",0.0002,$26.62,0.0105,$83.76,0.0033,245,#N/A
11/27/2010,$0.28,"1,825.39",,,,0.28440,0.28440,0.28255,0.28300,$515.90,"31,891",n/a,1.3280,n/a,"$1,362.40",0.0002,$26.62,0.0105,$83.76,0.0033,248,#N/A
11/28/2010,$0.28,"20,802.13",,,,0.28300,0.28461,0.27000,0.27000,"$5,746.30","33,924",n/a,1.3242,n/a,"$1,362.40",0.0002,$26.62,0.0105,$83.76,0.0033,244,#N/A
11/29/2010,$0.25,"35,055.40",,,,0.27000,0.27900,0.21510,0.22990,"$8,802.06","33,563",n/a,1.3248,n/a,"$1,366.00",0.0002,$26.74,0.0093,$85.73,0.0029,290,#N/A
11/30/2010,$0.21,"21,476.25",Nov. 2010,$0.26,"94,801",0.22990,0.22990,0.20400,0.20820,"$4,570.58","51,951",n/a,1.3192,n/a,"$1,385.00",0.0002,$27.13,0.0077,$84.11,0.0025,315,#N/A
12/1/2010,$0.21,"8,157.89",,,,0.20820,0.22990,0.20950,0.22750,"$1,752.72","84,893",n/a,1.3064,n/a,"$1,387.30",0.0002,$28.74,0.0073,$86.75,0.0024,223,#N/A
12/2/2010,$0.24,"20,312.23",,,,0.22750,0.25530,0.21800,0.25500,"$4,800.55","80,412",n/a,1.3056,n/a,"$1,388.50",0.0002,$28.50,0.0084,$88.00,0.0027,231,#N/A
12/3/2010,$0.25,"2,570.34",,,,0.25500,0.25520,0.24300,0.25105,$633.78,"40,131",n/a,1.3154,n/a,"$1,405.40",0.0002,$28.74,0.0087,$89.19,0.0028,325,#N/A
12/4/2010,$0.23,"28,560.72",,,,0.25105,0.25890,0.20500,0.20500,"$6,673.40","62,846",n/a,1.3268,n/a,"$1,405.40",0.0002,$28.74,0.0080,$89.19,0.0026,282,#N/A
12/5/2010,$0.21,"5,740.18",,,,0.20500,0.23500,0.19000,0.19000,"$1,178.03","46,592",n/a,1.3417,n/a,"$1,405.40",0.0001,$28.74,0.0073,$89.19,0.0024,274,#N/A
12/6/2010,$0.20,"4,319.26",,,,0.19000,0.22500,0.18410,0.20400,$863.02,"109,183",n/a,1.3417,n/a,"$1,415.30",0.0001,$29.60,0.0068,$89.38,0.0022,364,#N/A
12/7/2010,$0.22,"24,592.92",,,,0.20400,0.24770,0.17010,0.23300,"$5,411.80","69,114",n/a,1.3329,n/a,"$1,408.30",0.0002,$30.50,0.0072,$88.69,0.0025,380,#N/A
12/8/2010,$0.23,"3,430.41",,,,0.23300,0.24000,0.22000,0.23880,$789.86,"64,972",n/a,1.3331,n/a,"$1,382.50",0.0002,$29.02,0.0079,$88.28,0.0026,389,#N/A
12/9/2010,$0.21,"21,336.33",,,,0.23880,0.23300,0.17010,0.20000,"$4,411.94","52,106",n/a,1.3237,n/a,"$1,392.10",0.0002,$28.41,0.0074,$88.37,0.0024,418,#N/A
12/10/2010,$0.19,"1,684.25",,,,0.20000,0.20400,0.18251,0.20400,$328.17,"40,043",n/a,1.3255,n/a,"$1,384.30",0.0001,$28.79,0.0066,$87.79,0.0022,302,#N/A
12/11/2010,$0.22,"5,788.69",,,,0.20400,0.22800,0.19070,0.22800,"$1,267.20","83,411",n/a,1.3240,n/a,"$1,384.30",0.0002,$28.79,0.0076,$87.79,0.0025,254,#N/A
12/12/2010,$0.21,"1,963.56",,,,0.22800,0.22790,0.20676,0.22000,$418.80,"51,986",n/a,1.3227,n/a,"$1,384.30",0.0002,$28.79,0.0073,$87.79,0.0024,292,#N/A
12/13/2010,$0.22,"6,415.59",,,,0.22000,0.23000,0.21000,0.22990,"$1,425.92","145,857",n/a,1.3226,n/a,"$1,397.30",0.0002,$29.33,0.0075,$88.61,0.0025,327,#N/A
12/14/2010,$0.23,"10,388.10",,,,0.22990,0.24680,0.21000,0.24669,"$2,403.83","159,576",n/a,1.3261,n/a,"$1,403.60",0.0002,$29.88,0.0077,$88.28,0.0026,338,#N/A
12/15/2010,$0.24,"3,684.68",,,,0.24669,0.24600,0.23800,0.23801,$901.15,"121,157",n/a,1.3409,n/a,"$1,385.50",0.0002,$29.06,0.0083,$88.62,0.0027,276,#N/A
12/16/2010,$0.25,"14,355.33",,,,0.23801,0.25500,0.22221,0.24996,"$3,522.62","94,420",n/a,1.3326,n/a,"$1,370.40",0.0002,$29.15,0.0086,$87.70,0.0029,385,#N/A
12/17/2010,$0.25,525.51,,,,0.24996,0.24900,0.24000,0.24000,$130.19,"74,686",n/a,1.3224,n/a,"$1,378.60",0.0002,$28.78,0.0087,$88.02,0.0028,334,#N/A
12/18/2010,$0.25,169.11,,,,0.24000,0.24881,0.24100,0.24100,$41.67,"86,309",n/a,1.3251,n/a,"$1,378.60",0.0002,$28.78,0.0087,$88.02,0.0028,256,#N/A
12/19/2010,$0.24,"2,000.76",,,,0.24100,0.24990,0.24000,0.24010,$487.49,"112,871",n/a,1.3189,n/a,"$1,378.60",0.0002,$28.78,0.0083,$88.02,0.0027,266,#N/A
12/20/2010,$0.26,"10,682.71",,,,0.24010,0.27500,0.24000,0.26700,"$2,769.88","69,753",n/a,1.3187,n/a,"$1,385.50",0.0002,$29.21,0.0089,$88.81,0.0029,367,#N/A
12/21/2010,$0.25,"9,225.79",,,,0.26700,0.26700,0.24000,0.24000,"$2,291.81","94,510",n/a,1.3149,n/a,"$1,388.20",0.0002,$29.25,0.0085,$89.82,0.0028,267,#N/A
12/22/2010,$0.25,"3,800.46",,,,0.24000,0.25000,0.24400,0.25000,$949.38,"122,101",n/a,1.3145,n/a,"$1,386.80",0.0002,$29.35,0.0085,$90.48,0.0028,186,#N/A
12/23/2010,$0.25,"8,650.15",,,,0.25000,0.25000,0.24100,0.25000,"$2,160.74","75,604",n/a,1.3117,n/a,"$1,380.00",0.0002,$29.18,0.0086,$91.51,0.0027,233,#N/A
12/24/2010,$0.25,"5,033.25",,,,0.25000,0.25000,0.24200,0.24800,"$1,252.05","73,279",n/a,1.3105,n/a,"$1,380.00",0.0002,$29.07,0.0086,$91.51,0.0027,221,#N/A
12/25/2010,$0.25,703.00,,,,0.24800,0.25000,0.24750,0.24990,$175.44,"106,564",n/a,1.3121,n/a,"$1,380.00",0.0002,$29.07,0.0086,$91.51,0.0027,115,#N/A
12/26/2010,$0.25,"16,584.97",,,,0.24990,0.27000,0.24639,0.26500,"$4,203.03","93,879",n/a,1.3122,n/a,"$1,380.00",0.0002,$29.07,0.0086,$91.51,0.0027,159,#N/A
12/27/2010,$0.26,"4,935.49",,,,0.26500,0.27000,0.25100,0.26500,"$1,270.15","72,783",n/a,1.3121,n/a,"$1,382.40",0.0002,$29.07,0.0089,$91.00,0.0029,236,#N/A
12/28/2010,$0.27,"15,438.71",,,,0.26500,0.28100,0.26120,0.28100,"$4,238.98","81,651",n/a,1.3136,n/a,"$1,405.20",0.0002,$29.07,0.0093,$91.49,0.0030,398,#N/A
12/29/2010,$0.29,"18,609.14",,,,0.28100,0.30100,0.27100,0.30000,"$5,363.75","127,133",n/a,1.3196,n/a,"$1,413.10",0.0002,$30.44,0.0095,$91.12,0.0032,242,#N/A
12/30/2010,$0.30,"2,539.87",,,,0.30000,0.30000,0.29100,0.30000,$759.92,"66,672",n/a,1.3141,n/a,"$1,405.90",0.0002,$30.70,0.0098,$89.84,0.0033,325,#N/A
12/31/2010,$0.29,"1,453.72",Dec. 2010,$0.24,"100,409",0.30000,0.30000,0.29200,0.30000,$428.44,"66,441",n/a,1.3253,n/a,"$1,421.40",0.0002,$30.63,0.0095,$91.38,0.0032,175,#N/A
1/1/2011,$0.30,"2,821.24",,,,0.30000,0.30000,0.29200,0.30000,$841.95,"73,186",n/a,1.3341,n/a,"$1,421.40",0.0002,$30.63,0.0098,$91.38,0.0033,197,#N/A
1/2/2011,$0.30,"5,352.11",,,,0.30000,0.30000,0.28900,0.29997,"$1,584.66","47,462",n/a,1.3381,n/a,"$1,421.40",0.0002,$30.63,0.0098,$91.38,0.0033,154,#N/A
1/3/2011,$0.30,"1,425.19",,,,0.29997,0.29990,0.29000,0.29500,$420.85,"64,231",n/a,1.3377,n/a,"$1,422.90",0.0002,$30.63,0.0098,$91.55,0.0033,198,#N/A
1/4/2011,$0.29,"1,879.00",,,,0.29500,0.29987,0.28900,0.29895,$548.33,"70,985",n/a,1.3326,n/a,"$1,378.80",0.0002,$30.67,0.0095,$89.38,0.0032,232,#N/A
1/5/2011,$0.30,357.16,,,,0.29895,0.29900,0.29004,0.29900,$106.19,"55,566",n/a,1.3352,n/a,"$1,373.70",0.0002,$29.21,0.0103,$90.30,0.0033,245,#N/A
1/6/2011,$0.30,"3,456.49",,,,0.29900,0.29900,0.29000,0.29800,"$1,031.28","42,145",n/a,1.3238,n/a,"$1,371.70",0.0002,$29.08,0.0103,$88.38,0.0034,244,#N/A
1/7/2011,$0.31,"42,601.12",,,,0.29800,0.32200,0.29750,0.32000,"$13,152.15","54,915",n/a,1.3106,n/a,"$1,368.90",0.0002,$28.39,0.0109,$88.03,0.0035,285,#N/A
1/8/2011,$0.31,"1,629.44",,,,0.32000,0.32290,0.30900,0.32290,$512.04,"72,498",n/a,1.2979,n/a,"$1,368.90",0.0002,$28.39,0.0109,$88.03,0.0035,305,#N/A
1/9/2011,$0.32,"1,691.37",,,,0.32290,0.32300,0.32291,0.32300,$546.18,"46,365",n/a,1.2908,n/a,"$1,368.90",0.0002,$28.39,0.0113,$88.03,0.0036,245,#N/A
1/10/2011,$0.32,"10,355.83",,,,0.32300,0.32900,0.31750,0.32659,"$3,360.65","75,912",n/a,1.2906,n/a,"$1,374.10",0.0002,$28.79,0.0111,$89.25,0.0036,292,#N/A
1/11/2011,$0.32,"4,857.80",,,,0.32659,0.32659,0.31761,0.32659,"$1,578.66","85,878",n/a,1.2914,n/a,"$1,384.30",0.0002,$29.54,0.0108,$91.11,0.0035,273,#N/A
1/12/2011,$0.34,"31,359.77",,,,0.32659,0.35570,0.31799,0.31880,"$10,508.17","105,022",n/a,1.2948,n/a,"$1,385.80",0.0002,$29.60,0.0115,$91.86,0.0037,203,#N/A
1/13/2011,$0.36,"20,118.90",,,,0.31880,0.40500,0.31760,0.31760,"$7,147.03","74,079",n/a,1.3021,n/a,"$1,387.00",0.0003,$29.22,0.0123,$91.40,0.0039,249,#N/A
1/14/2011,$0.39,"27,130.96",,,,0.31760,0.45000,0.31760,0.40000,"$10,691.11","117,634",n/a,1.3194,n/a,"$1,360.50",0.0003,$28.52,0.0137,$91.54,0.0043,352,#N/A
1/15/2011,$0.39,"1,515.66",,,,0.40000,0.40000,0.38500,0.38600,$591.15,"99,128",n/a,1.3357,n/a,"$1,360.50",0.0003,$28.52,0.0137,$91.54,0.0043,309,#N/A
1/16/2011,$0.39,"2,778.71",,,,0.38600,0.40000,0.38600,0.38679,"$1,085.16","49,341",n/a,1.3386,n/a,"$1,360.50",0.0003,$28.52,0.0137,$91.54,0.0043,300,#N/A
1/17/2011,$0.35,"18,241.15",,,,0.38679,0.38679,0.31500,0.34950,"$6,360.69","91,444",n/a,1.3387,n/a,"$1,360.50",0.0003,$28.19,0.0124,$91.54,0.0038,368,#N/A
1/18/2011,$0.32,"15,671.51",,,,0.34950,0.34950,0.30500,0.31299,"$4,950.51","77,342",n/a,1.3318,n/a,"$1,368.20",0.0002,$28.79,0.0111,$91.38,0.0035,204,#N/A
1/19/2011,$0.31,"7,291.63",,,,0.31299,0.31299,0.30500,0.31299,"$2,247.62","93,918",n/a,1.3348,n/a,"$1,370.20",0.0002,$29.32,0.0106,$90.86,0.0034,247,#N/A
1/20/2011,$0.35,"19,881.98",,,,0.31299,0.39000,0.31000,0.39000,"$6,900.05","75,968",n/a,1.3455,n/a,"$1,346.50",0.0003,$28.41,0.0123,$88.86,0.0039,387,#N/A
1/21/2011,$0.40,"8,477.55",,,,0.39000,0.44000,0.36800,0.41991,"$3,351.62","60,052",n/a,1.3461,n/a,"$1,341.00",0.0003,$27.14,0.0147,$89.11,0.0045,307,#N/A
1/22/2011,$0.43,"10,534.27",,,,0.41991,0.44430,0.39000,0.44430,"$4,513.91","79,499",n/a,1.3525,n/a,"$1,341.00",0.0003,$27.14,0.0158,$89.11,0.0048,260,#N/A
1/23/2011,$0.44,"1,148.40",,,,0.44430,0.44430,0.42000,0.44240,$505.83,"82,264",n/a,1.3618,n/a,"$1,341.00",0.0003,$27.14,0.0162,$89.11,0.0049,260,#N/A
1/24/2011,$0.41,"11,061.94",,,,0.44240,0.44240,0.38100,0.41990,"$4,516.68","71,524",n/a,1.3616,n/a,"$1,344.50",0.0003,$27.56,0.0149,$87.87,0.0047,297,#N/A
1/25/2011,$0.42,"2,163.72",,,,0.41990,0.42500,0.40000,0.41000,$901.25,"76,827",n/a,1.3607,n/a,"$1,332.30",0.0003,$26.70,0.0157,$86.19,0.0049,320,#N/A
1/26/2011,$0.41,"15,564.81",,,,0.41000,0.42000,0.39040,0.41700,"$6,315.95","61,868",n/a,1.3642,n/a,"$1,333.00",0.0003,$27.10,0.0151,$87.33,0.0047,248,#N/A
1/27/2011,$0.44,"27,708.20",,,,0.41700,0.45000,0.40851,0.42120,"$12,086.90","907,174",n/a,1.3686,n/a,"$1,318.40",0.0003,$27.39,0.0161,$85.64,0.0051,332,#N/A
1/28/2011,$0.43,"5,324.50",,,,0.42120,0.44600,0.42120,0.44600,"$2,301.77","203,259",n/a,1.3709,n/a,"$1,340.70",0.0003,$26.68,0.0161,$89.34,0.0048,256,#N/A
1/29/2011,$0.44,"1,448.38",,,,0.44600,0.44500,0.43000,0.43900,$643.63,"64,724",n/a,1.3691,n/a,"$1,340.70",0.0003,$26.68,0.0165,$89.34,0.0049,284,#N/A
1/30/2011,$0.46,"10,383.59",,,,0.43900,0.48000,0.44500,0.47990,"$4,775.81","290,621",n/a,1.3611,n/a,"$1,340.70",0.0003,$26.68,0.0172,$89.34,0.0051,174,#N/A
1/31/2011,$0.51,"63,516.08",Jan. 2011,$0.37,"105,570",0.47990,0.95000,0.47000,0.52001,"$32,708.40","256,095",n/a,1.3608,n/a,"$1,333.80",0.0004,$27.75,0.0184,$92.19,0.0055,254,#N/A
2/1/2011,$0.74,"31,562.12",,,,0.52001,0.85000,0.52011,0.70000,"$23,264.18","151,647",n/a,1.3643,n/a,"$1,339.60",0.0006,$28.32,0.0261,$90.77,0.0082,406,#N/A
2/2/2011,$0.73,"5,627.48",,,,0.70000,0.76001,0.69000,0.71600,"$4,126.02","157,297",n/a,1.3748,n/a,"$1,331.50",0.0005,$28.27,0.0258,$90.86,0.0080,455,#N/A
2/3/2011,$0.71,"8,524.50",,,,0.71600,0.75000,0.65010,0.69000,"$6,064.12","78,511",n/a,1.3821,n/a,"$1,352.30",0.0005,$28.30,0.0251,$90.54,0.0078,351,#N/A
2/4/2011,$0.80,"42,222.19",,,,0.69000,0.88000,0.67000,0.81100,"$33,965.74","59,511",n/a,1.3748,n/a,"$1,348.30",0.0006,$28.91,0.0277,$89.03,0.0090,418,#N/A
2/5/2011,$0.86,"15,786.81",,,,0.81100,0.92000,0.81150,0.92000,"$13,634.20","79,984",n/a,1.3615,n/a,"$1,348.30",0.0006,$28.91,0.0297,$89.03,0.0097,285,#N/A
2/6/2011,$0.87,"8,744.11",,,,0.92000,0.92000,0.83000,0.89968,"$7,608.77","66,778",n/a,1.3581,n/a,"$1,348.30",0.0006,$28.91,0.0301,$89.03,0.0098,319,#N/A
2/7/2011,$0.86,"2,264.28",,,,0.89968,0.90000,0.83000,0.89000,"$1,949.54","175,102",n/a,1.3578,n/a,"$1,347.60",0.0006,$29.21,0.0294,$87.48,0.0098,284,#N/A
2/8/2011,$0.90,"7,021.29",,,,0.89000,0.91800,0.86170,0.91800,"$6,306.77","73,028",n/a,1.3578,n/a,"$1,363.40",0.0007,$29.42,0.0306,$86.94,0.0104,334,#N/A
2/9/2011,$0.96,"49,632.50",,,,0.91800,1.09000,0.82000,1.09000,"$47,455.01","84,880",n/a,1.3625,n/a,"$1,364.80",0.0007,$30.22,0.0318,$86.71,0.0111,458,#N/A
2/10/2011,$0.96,"26,559.64",,,,1.09000,1.10000,0.80000,0.98031,"$25,568.81","238,910",n/a,1.3660,n/a,"$1,361.90",0.0007,$29.80,0.0322,$86.73,0.0111,610,#N/A
2/11/2011,$0.99,"13,299.18",,,,0.98031,1.08990,0.92640,1.07001,"$13,213.54","266,155",n/a,1.3662,n/a,"$1,359.90",0.0007,$30.00,0.0330,$85.58,0.0116,582,#N/A
2/12/2011,$1.06,"4,118.92",,,,1.07001,1.08000,0.99060,1.07990,"$4,353.79","160,649",n/a,1.3557,n/a,"$1,359.90",0.0008,$30.00,0.0353,$85.58,0.0124,535,#N/A
2/13/2011,$1.05,"3,240.64",,,,1.07990,1.08000,1.02010,1.05000,"$3,398.30","120,512",n/a,1.3551,n/a,"$1,359.90",0.0008,$30.00,0.0350,$85.58,0.0123,441,#N/A
2/14/2011,$1.06,"7,096.55",,,,1.05000,1.08000,1.03300,1.07000,"$7,532.41","112,566",n/a,1.3548,n/a,"$1,364.60",0.0008,$30.16,0.0351,$84.81,0.0125,479,#N/A
2/15/2011,$1.05,"8,616.58",,,,1.07000,1.08500,1.03500,1.05000,"$9,085.50","134,265",n/a,1.3499,n/a,"$1,373.60",0.0008,$30.72,0.0342,$84.32,0.0125,575,#N/A
2/16/2011,$1.04,"7,192.38",,,,1.05000,1.05019,1.02010,1.04500,"$7,465.03","79,208",n/a,1.3506,n/a,"$1,374.70",0.0008,$30.77,0.0338,$84.99,0.0122,543,#N/A
2/17/2011,$1.04,"4,009.84",,,,1.04500,1.05019,1.02000,1.04000,"$4,184.96","98,007",n/a,1.3526,n/a,"$1,384.70",0.0008,$30.61,0.0340,$86.36,0.0120,444,#N/A
2/18/2011,$0.89,"36,948.16",,,,1.04000,1.04019,0.78009,0.89890,"$32,719.75","114,822",n/a,1.3579,n/a,"$1,388.20",0.0006,$31.94,0.0279,$86.20,0.0103,558,#N/A
2/19/2011,$0.91,"3,798.71",,,,0.89890,0.98000,0.83760,0.94898,"$3,454.72","185,159",n/a,1.3617,n/a,"$1,388.20",0.0007,$31.94,0.0285,$86.20,0.0106,562,#N/A
2/20/2011,$0.85,"9,974.05",,,,0.94898,0.94898,0.83000,0.85000,"$8,503.38","211,556",n/a,1.3693,n/a,"$1,388.20",0.0006,$31.94,0.0266,$86.20,0.0099,507,#N/A
2/21/2011,$0.84,"1,700.12",,,,0.85000,0.87960,0.83130,0.83450,"$1,435.86","234,954",n/a,1.3697,n/a,"$1,388.20",0.0006,$33.43,0.0251,$86.20,0.0097,614,#N/A
2/22/2011,$0.88,"12,095.26",,,,0.83450,0.95000,0.83130,0.87023,"$10,650.29","215,033",n/a,1.3680,n/a,"$1,400.50",0.0006,$32.89,0.0268,$93.57,0.0094,558,#N/A
2/23/2011,$0.90,"6,718.87",,,,0.87023,0.94500,0.86810,0.90000,"$6,057.77","524,405",n/a,1.3632,n/a,"$1,413.40",0.0006,$33.29,0.0270,$98.10,0.0092,593,#N/A
2/24/2011,$0.95,"13,418.69",,,,0.90000,1.00000,0.90000,0.99743,"$12,708.12","219,771",n/a,1.3714,n/a,"$1,415.30",0.0007,$33.28,0.0285,$97.28,0.0098,783,#N/A
2/25/2011,$0.96,"4,461.06",,,,0.99743,0.99979,0.91109,0.91110,"$4,276.30","204,983",n/a,1.3773,n/a,"$1,409.30",0.0007,$32.54,0.0295,$97.88,0.0098,608,#N/A
2/26/2011,$0.94,"4,744.41",,,,0.91110,0.97000,0.91061,0.95800,"$4,452.63","187,552",n/a,1.3792,n/a,"$1,409.30",0.0007,$32.54,0.0289,$97.88,0.0096,484,#N/A
2/27/2011,$0.93,"23,268.75",,,,0.95800,0.95800,0.89000,0.89000,"$21,576.82","203,856",n/a,1.3753,n/a,"$1,409.30",0.0007,$32.54,0.0286,$97.88,0.0095,594,#N/A
2/28/2011,$0.88,"4,651.67",Feb. 2011,$0.91,"111,136",0.89000,0.92001,0.84500,0.86000,"$4,108.60","124,226",n/a,1.3753,n/a,"$1,409.90",0.0006,$33.49,0.0263,$96.97,0.0091,714,#N/A
3/1/2011,$0.95,"22,569.78",,,,0.86000,0.97000,0.85020,0.92021,"$21,413.43","996,104",n/a,1.3785,n/a,"$1,431.20",0.0007,$34.37,0.0276,$99.63,0.0095,768,#N/A
3/2/2011,$0.92,"2,741.87",,,,0.92021,0.94000,0.91020,0.93990,"$2,533.96","1,775,312",n/a,1.3814,n/a,"$1,437.70",0.0006,$34.75,0.0265,$102.23,0.0090,773,#N/A
3/3/2011,$0.92,"2,746.67",,,,0.93990,0.93990,0.91000,0.93909,"$2,520.58","951,257",n/a,1.3806,n/a,"$1,416.40",0.0006,$34.53,0.0266,$101.91,0.0090,704,#N/A
3/4/2011,$0.91,"2,711.89",,,,0.93909,0.93909,0.90010,0.90100,"$2,469.56","255,314",n/a,1.3887,n/a,"$1,428.60",0.0006,$34.43,0.0264,$104.42,0.0087,632,#N/A
3/5/2011,$0.88,"12,570.59",,,,0.90100,0.91890,0.81110,0.91030,"$11,115.04","198,745",n/a,1.3968,n/a,"$1,428.60",0.0006,$34.43,0.0256,$104.42,0.0084,656,#N/A
3/6/2011,$0.85,"12,626.49",,,,0.91030,0.90980,0.81000,0.89990,"$10,775.11","199,347",n/a,1.3986,n/a,"$1,428.60",0.0006,$34.43,0.0247,$104.42,0.0081,643,#N/A
3/7/2011,$0.89,"15,271.27",,,,0.89990,0.90900,0.84600,0.88502,"$13,527.30","236,085",n/a,1.3988,n/a,"$1,434.50",0.0006,$36.60,0.0243,$105.44,0.0084,684,#N/A
3/8/2011,$0.87,"4,527.85",,,,0.88502,0.88502,0.84999,0.86999,"$3,931.42","163,024",n/a,1.3990,n/a,"$1,427.20",0.0006,$36.37,0.0239,$105.02,0.0083,733,#N/A
3/9/2011,$0.85,"4,546.05",,,,0.86999,0.87000,0.85000,0.86449,"$3,881.22","243,670",n/a,1.3939,n/a,"$1,429.60",0.0006,$36.17,0.0235,$104.38,0.0081,561,#N/A
3/10/2011,$0.89,"8,869.01",,,,0.86449,0.93290,0.84965,0.93290,"$7,895.07","267,187",n/a,1.3899,n/a,"$1,412.50",0.0006,$35.19,0.0253,$102.70,0.0087,538,#N/A
3/11/2011,$0.89,"3,725.51",,,,0.93290,0.92500,0.86010,0.88000,"$3,301.73","370,094",n/a,1.3851,n/a,"$1,421.80",0.0006,$34.10,0.0261,$101.16,0.0088,454,#N/A
3/12/2011,$0.90,"4,822.83",,,,0.88000,0.91970,0.88000,0.91800,"$4,319.60","150,036",n/a,1.3821,n/a,"$1,421.80",0.0006,$34.10,0.0264,$101.16,0.0089,508,#N/A
3/13/2011,$0.90,660.31,,,,0.91800,0.91800,0.88976,0.89249,$595.42,"211,035",n/a,1.3903,n/a,"$1,421.80",0.0006,$34.10,0.0264,$101.16,0.0089,319,#N/A
3/14/2011,$0.89,"5,269.24",,,,0.89249,0.90000,0.88000,0.89490,"$4,676.62","212,568",n/a,1.3911,n/a,"$1,424.90",0.0006,$36.18,0.0246,$101.19,0.0088,500,#N/A
3/15/2011,$0.88,"2,732.16",,,,0.89490,0.89490,0.87000,0.87000,"$2,405.41","128,279",n/a,1.3954,n/a,"$1,392.80",0.0006,$33.88,0.0260,$97.18,0.0091,468,#N/A
3/16/2011,$0.85,"7,929.62",,,,0.87000,0.88000,0.83600,0.86000,"$6,761.32","152,458",n/a,1.3948,n/a,"$1,396.10",0.0006,$34.73,0.0245,$97.98,0.0087,535,#N/A
3/17/2011,$0.84,"7,159.78",,,,0.86000,0.88000,0.81000,0.82542,"$6,042.77","174,677",n/a,1.3952,n/a,"$1,404.20",0.0006,$34.47,0.0244,$101.42,0.0083,581,#N/A
3/18/2011,$0.77,"14,226.22",,,,0.82542,0.85062,0.70999,0.81648,"$10,971.32","174,095",n/a,1.3969,n/a,"$1,416.10",0.0005,$35.15,0.0219,$101.07,0.0076,545,#N/A
3/19/2011,$0.76,"9,875.04",,,,0.81648,0.79700,0.73127,0.76500,"$7,457.83","140,795",n/a,1.4092,n/a,"$1,416.10",0.0005,$35.15,0.0216,$101.07,0.0075,552,#N/A
3/20/2011,$0.77,"5,815.32",,,,0.76500,0.79000,0.74020,0.74108,"$4,502.62","122,537",n/a,1.4182,n/a,"$1,416.10",0.0005,$35.15,0.0219,$101.07,0.0076,543,#N/A
3/21/2011,$0.75,"3,695.96",,,,0.74108,0.77241,0.74050,0.75897,"$2,780.45","164,254",n/a,1.4183,n/a,"$1,426.40",0.0005,$36.16,0.0207,$102.33,0.0073,616,#N/A
3/22/2011,$0.78,"12,147.72",,,,0.75897,0.81000,0.74050,0.80901,"$9,499.24","207,804",n/a,1.4182,n/a,"$1,426.40",0.0005,$35.95,0.0217,$102.33,0.0076,695,#N/A
3/23/2011,$0.83,"13,262.26",,,,0.80901,0.85000,0.78000,0.84971,"$11,029.25","222,690",n/a,1.4219,n/a,"$1,438.00",0.0006,$36.58,0.0227,$105.75,0.0078,916,#N/A
3/24/2011,$0.88,"14,009.37",,,,0.84971,0.90000,0.82659,0.86688,"$12,259.77","260,657",n/a,1.4158,n/a,"$1,434.90",0.0006,$37.78,0.0233,$105.60,0.0083,732,#N/A
3/25/2011,$0.88,"4,819.42",,,,0.86688,0.88999,0.86100,0.88377,"$4,225.53","233,298",n/a,1.4123,n/a,"$1,426.20",0.0006,$37.68,0.0234,$105.40,0.0083,769,#N/A
3/26/2011,$0.87,"11,756.42",,,,0.88377,0.90500,0.84100,0.85520,"$10,250.98","408,306",n/a,1.4146,n/a,"$1,426.20",0.0006,$37.68,0.0231,$105.40,0.0083,683,#N/A
